date,rank,song,artist,last-week,peak-rank,weeks-on-board
11/06/1966,1,"Paint It, Black",The Rolling Stones,3,1,5
18/06/1966,1,"Paint It, Black",The Rolling Stones,1,1,6
25/06/1966,1,Paperback Writer,The Beatles,15,1,3
02/07/1966,1,Strangers In The Night,Frank Sinatra,2,1,9
09/07/1966,1,Paperback Writer,The Beatles,2,1,5
16/07/1966,1,Hanky Panky,Tommy James And The Shondells,4,1,7
23/07/1966,1,Hanky Panky,Tommy James And The Shondells,1,1,8
30/07/1966,1,Wild Thing,The Troggs,2,1,6
06/08/1966,1,Wild Thing,The Troggs,1,1,7
13/08/1966,1,Summer In The City,The Lovin' Spoonful,3,1,5
20/08/1966,1,Summer In The City,The Lovin' Spoonful,1,1,6
27/08/1966,1,Summer In The City,The Lovin' Spoonful,1,1,7
03/09/1966,1,Sunshine Superman,Donovan,5,1,6
10/09/1966,1,You Can't Hurry Love,The Supremes,4,1,5
17/09/1966,1,You Can't Hurry Love,The Supremes,1,1,6
24/09/1966,1,Cherish,The Association,4,1,5
01/10/1966,1,Cherish,The Association,1,1,6
08/10/1966,1,Cherish,The Association,1,1,7
15/10/1966,1,Reach Out I'll Be There,Four Tops,2,1,7
22/10/1966,1,Reach Out I'll Be There,Four Tops,1,1,8
29/10/1966,1,96 Tears,? (Question Mark) & The Mysterians,2,1,9
05/11/1966,1,Last Train To Clarksville,The Monkees,2,1,9
12/11/1966,1,Poor Side Of Town,Johnny Rivers,3,1,9
19/11/1966,1,You Keep Me Hangin' On,The Supremes,7,1,4
26/11/1966,1,You Keep Me Hangin' On,The Supremes,1,1,5
03/12/1966,1,Winchester Cathedral,The New Vaudeville Band,3,1,6
10/12/1966,1,Good Vibrations,The Beach Boys,2,1,8
17/12/1966,1,Winchester Cathedral,The New Vaudeville Band,3,1,8
24/12/1966,1,Winchester Cathedral,The New Vaudeville Band,1,1,9
31/12/1966,1,I'm A Believer,The Monkees,3,1,4
07/01/1967,1,I'm A Believer,The Monkees,1,1,5
14/01/1967,1,I'm A Believer,The Monkees,1,1,6
21/01/1967,1,I'm A Believer,The Monkees,1,1,7
28/01/1967,1,I'm A Believer,The Monkees,1,1,8
04/02/1967,1,I'm A Believer,The Monkees,1,1,9
11/02/1967,1,I'm A Believer,The Monkees,1,1,10
18/02/1967,1,Kind Of A Drag,The Buckinghams,3,1,8
25/02/1967,1,Kind Of A Drag,The Buckinghams,1,1,9
04/03/1967,1,Ruby Tuesday,The Rolling Stones,3,1,7
11/03/1967,1,Love Is Here And Now You're Gone,The Supremes,2,1,7
18/03/1967,1,Penny Lane,The Beatles,5,1,4
25/03/1967,1,Happy Together,The Turtles,2,1,7
01/04/1967,1,Happy Together,The Turtles,1,1,8
08/04/1967,1,Happy Together,The Turtles,1,1,9
15/04/1967,1,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,3,1,5
22/04/1967,1,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,1,1,6
29/04/1967,1,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,1,1,7
06/05/1967,1,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,1,1,8
13/05/1967,1,The Happening,The Supremes,2,1,6
20/05/1967,1,Groovin',The Young Rascals,4,1,5
27/05/1967,1,Groovin',The Young Rascals,1,1,6
03/06/1967,1,Respect,Aretha Franklin,2,1,6
10/06/1967,1,Respect,Aretha Franklin,1,1,7
17/06/1967,1,Groovin',The Young Rascals,2,1,9
24/06/1967,1,Groovin',The Young Rascals,1,1,10
01/07/1967,1,Windy,The Association,4,1,6
08/07/1967,1,Windy,The Association,1,1,7
15/07/1967,1,Windy,The Association,1,1,8
22/07/1967,1,Windy,The Association,1,1,9
29/07/1967,1,Light My Fire,The Doors,3,1,9
05/08/1967,1,Light My Fire,The Doors,1,1,10
12/08/1967,1,Light My Fire,The Doors,1,1,11
19/08/1967,1,All You Need Is Love,The Beatles,2,1,5
26/08/1967,1,Ode To Billie Joe,Bobbie Gentry,7,1,4
02/09/1967,1,Ode To Billie Joe,Bobbie Gentry,1,1,5
09/09/1967,1,Ode To Billie Joe,Bobbie Gentry,1,1,6
16/09/1967,1,Ode To Billie Joe,Bobbie Gentry,1,1,7
23/09/1967,1,The Letter,The Box Tops,4,1,7
30/09/1967,1,The Letter,The Box Tops,1,1,8
07/10/1967,1,The Letter,The Box Tops,1,1,9
14/10/1967,1,The Letter,The Box Tops,1,1,10
21/10/1967,1,To Sir With Love,Lulu,3,1,7
28/10/1967,1,To Sir With Love,Lulu,1,1,8
04/11/1967,1,To Sir With Love,Lulu,1,1,9
11/11/1967,1,To Sir With Love,Lulu,1,1,10
18/11/1967,1,To Sir With Love,Lulu,1,1,11
25/11/1967,1,Incense And Peppermints,Strawberry Alarm Clock,3,1,9
02/12/1967,1,Daydream Believer,The Monkees,5,1,3
09/12/1967,1,Daydream Believer,The Monkees,1,1,4
16/12/1967,1,Daydream Believer,The Monkees,1,1,5
23/12/1967,1,Daydream Believer,The Monkees,1,1,6
30/12/1967,1,Hello Goodbye,The Beatles,3,1,5
06/01/1968,1,Hello Goodbye,The Beatles,1,1,6
13/01/1968,1,Hello Goodbye,The Beatles,1,1,7
20/01/1968,1,Judy In Disguise (With Glasses),John Fred And The Playboys,2,1,9
27/01/1968,1,Judy In Disguise (With Glasses),John Fred And The Playboys,1,1,10
03/02/1968,1,Green Tambourine,The Lemon Pipers,3,1,8
10/02/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,7,1,6
17/02/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1,1,7
24/02/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1,1,8
02/03/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1,1,9
09/03/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1,1,10
16/03/1968,1,(Sittin' On) The Dock Of The Bay,Otis Redding,3,1,8
23/03/1968,1,(Sittin' On) The Dock Of The Bay,Otis Redding,1,1,9
30/03/1968,1,(Sittin' On) The Dock Of The Bay,Otis Redding,1,1,10
06/04/1968,1,(Sittin' On) The Dock Of The Bay,Otis Redding,1,1,11
13/04/1968,1,Honey,Bobby Goldsboro,10,1,4
20/04/1968,1,Honey,Bobby Goldsboro,1,1,5
27/04/1968,1,Honey,Bobby Goldsboro,1,1,6
04/05/1968,1,Honey,Bobby Goldsboro,1,1,7
11/05/1968,1,Honey,Bobby Goldsboro,1,1,8
18/05/1968,1,Tighten Up,Archie Bell & The Drells,2,1,8
25/05/1968,1,Tighten Up,Archie Bell & The Drells,1,1,9
01/06/1968,1,Mrs. Robinson,Simon & Garfunkel,2,1,6
08/06/1968,1,Mrs. Robinson,Simon & Garfunkel,1,1,7
15/06/1968,1,Mrs. Robinson,Simon & Garfunkel,1,1,8
22/06/1968,1,This Guy's In Love With You,Herb Alpert,2,1,6
29/06/1968,1,This Guy's In Love With You,Herb Alpert,1,1,7
06/07/1968,1,This Guy's In Love With You,Herb Alpert,1,1,8
13/07/1968,1,This Guy's In Love With You,Herb Alpert,1,1,9
20/07/1968,1,Grazing In The Grass,Hugh Masekela,5,1,7
27/07/1968,1,Grazing In The Grass,Hugh Masekela,1,1,8
03/08/1968,1,"Hello, I Love You",The Doors,9,1,5
10/08/1968,1,"Hello, I Love You",The Doors,1,1,6
17/08/1968,1,People Got To Be Free,The Rascals,5,1,5
24/08/1968,1,People Got To Be Free,The Rascals,1,1,6
31/08/1968,1,People Got To Be Free,The Rascals,1,1,7
07/09/1968,1,People Got To Be Free,The Rascals,1,1,8
14/09/1968,1,People Got To Be Free,The Rascals,1,1,9
21/09/1968,1,Harper Valley P.T.A.,Jeannie C. Riley,2,1,5
28/09/1968,1,Hey Jude,The Beatles,3,1,3
05/10/1968,1,Hey Jude,The Beatles,1,1,4
12/10/1968,1,Hey Jude,The Beatles,1,1,5
19/10/1968,1,Hey Jude,The Beatles,1,1,6
26/10/1968,1,Hey Jude,The Beatles,1,1,7
02/11/1968,1,Hey Jude,The Beatles,1,1,8
09/11/1968,1,Hey Jude,The Beatles,1,1,9
16/11/1968,1,Hey Jude,The Beatles,1,1,10
23/11/1968,1,Hey Jude,The Beatles,1,1,11
30/11/1968,1,Love Child,Diana Ross & The Supremes,2,1,7
07/12/1968,1,Love Child,Diana Ross & The Supremes,1,1,8
14/12/1968,1,I Heard It Through The Grapevine,Marvin Gaye,4,1,4
21/12/1968,1,I Heard It Through The Grapevine,Marvin Gaye,1,1,5
28/12/1968,1,I Heard It Through The Grapevine,Marvin Gaye,1,1,6
04/01/1969,1,I Heard It Through The Grapevine,Marvin Gaye,1,1,7
11/01/1969,1,I Heard It Through The Grapevine,Marvin Gaye,1,1,8
18/01/1969,1,I Heard It Through The Grapevine,Marvin Gaye,1,1,9
25/01/1969,1,I Heard It Through The Grapevine,Marvin Gaye,1,1,10
01/02/1969,1,Crimson And Clover,Tommy James And The Shondells,2,1,8
08/02/1969,1,Crimson And Clover,Tommy James And The Shondells,1,1,9
15/02/1969,1,Everyday People,Sly & The Family Stone,2,1,12
22/02/1969,1,Everyday People,Sly & The Family Stone,1,1,13
01/03/1969,1,Everyday People,Sly & The Family Stone,1,1,14
08/03/1969,1,Everyday People,Sly & The Family Stone,1,1,15
15/03/1969,1,Dizzy,Tommy Roe,4,1,7
22/03/1969,1,Dizzy,Tommy Roe,1,1,8
29/03/1969,1,Dizzy,Tommy Roe,1,1,9
05/04/1969,1,Dizzy,Tommy Roe,1,1,10
12/04/1969,1,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,2,1,6
19/04/1969,1,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,1,1,7
26/04/1969,1,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,1,1,8
03/05/1969,1,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,1,1,9
10/05/1969,1,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,1,1,10
17/05/1969,1,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,1,1,11
24/05/1969,1,Get Back,The Beatles With Billy Preston,3,1,3
31/05/1969,1,Get Back,The Beatles With Billy Preston,1,1,4
07/06/1969,1,Get Back,The Beatles With Billy Preston,1,1,5
14/06/1969,1,Get Back,The Beatles With Billy Preston,1,1,6
21/06/1969,1,Get Back,The Beatles With Billy Preston,1,1,7
28/06/1969,1,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,2,1,8
05/07/1969,1,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,1,1,9
12/07/1969,1,In The Year 2525,Zager & Evans,8,1,4
19/07/1969,1,In The Year 2525,Zager & Evans,1,1,5
26/07/1969,1,In The Year 2525,Zager & Evans,1,1,6
02/08/1969,1,In The Year 2525,Zager & Evans,1,1,7
09/08/1969,1,In The Year 2525,Zager & Evans,1,1,8
16/08/1969,1,In The Year 2525,Zager & Evans,1,1,9
23/08/1969,1,Honky Tonk Women,The Rolling Stones,2,1,6
30/08/1969,1,Honky Tonk Women,The Rolling Stones,1,1,7
06/09/1969,1,Honky Tonk Women,The Rolling Stones,1,1,8
13/09/1969,1,Honky Tonk Women,The Rolling Stones,1,1,9
20/09/1969,1,"Sugar, Sugar",The Archies,2,1,9
27/09/1969,1,"Sugar, Sugar",The Archies,1,1,10
04/10/1969,1,"Sugar, Sugar",The Archies,1,1,11
11/10/1969,1,"Sugar, Sugar",The Archies,1,1,12
18/10/1969,1,I Can't Get Next To You,The Temptations,4,1,10
25/10/1969,1,I Can't Get Next To You,The Temptations,1,1,11
01/11/1969,1,Suspicious Minds,Elvis Presley,5,1,8
08/11/1969,1,Wedding Bell Blues,The 5th Dimension,2,1,7
15/11/1969,1,Wedding Bell Blues,The 5th Dimension,1,1,8
22/11/1969,1,Wedding Bell Blues,The 5th Dimension,1,1,9
29/11/1969,1,Come Together/Something,The Beatles,7,1,7
06/12/1969,1,Na Na Hey Hey Kiss Him Goodbye,Steam,5,1,8
13/12/1969,1,Na Na Hey Hey Kiss Him Goodbye,Steam,1,1,9
20/12/1969,1,Leaving On A Jet Plane,"Peter, Paul & Mary",2,1,9
27/12/1969,1,Someday We'll Be Together,Diana Ross & The Supremes,2,1,8
03/01/1970,1,Raindrops Keep Fallin' On My Head,B.J. Thomas,3,1,10
10/01/1970,1,Raindrops Keep Fallin' On My Head,B.J. Thomas,1,1,11
17/01/1970,1,Raindrops Keep Fallin' On My Head,B.J. Thomas,1,1,12
24/01/1970,1,Raindrops Keep Fallin' On My Head,B.J. Thomas,1,1,13
31/01/1970,1,I Want You Back,Jackson 5,3,1,12
07/02/1970,1,Venus,The Shocking Blue,2,1,9
14/02/1970,1,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone,4,1,7
21/02/1970,1,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone,1,1,8
28/02/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,3,1,4
07/03/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,1,1,5
14/03/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,1,1,6
21/03/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,1,1,7
28/03/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,1,1,8
04/04/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,1,1,9
11/04/1970,1,Let It Be,The Beatles,2,1,4
18/04/1970,1,Let It Be,The Beatles,1,1,5
25/04/1970,1,ABC,Jackson 5,2,1,7
02/05/1970,1,ABC,Jackson 5,1,1,8
09/05/1970,1,American Woman/No Sugar Tonight,The Guess Who,4,1,8
16/05/1970,1,American Woman/No Sugar Tonight,The Guess Who,1,1,9
23/05/1970,1,American Woman/No Sugar Tonight,The Guess Who,1,1,10
30/05/1970,1,Everything Is Beautiful,Ray Stevens,4,1,9
06/06/1970,1,Everything Is Beautiful,Ray Stevens,1,1,10
13/06/1970,1,The Long And Winding Road/For You Blue,The Beatles,10,1,4
20/06/1970,1,The Long And Winding Road/For You Blue,The Beatles,1,1,5
27/06/1970,1,The Love You Save/I Found That Girl,Jackson 5,2,1,5
04/07/1970,1,The Love You Save/I Found That Girl,Jackson 5,1,1,6
11/07/1970,1,Mama Told Me (Not To Come),Three Dog Night,2,1,8
18/07/1970,1,Mama Told Me (Not To Come),Three Dog Night,1,1,9
25/07/1970,1,(They Long To Be) Close To You,Carpenters,3,1,6
01/08/1970,1,(They Long To Be) Close To You,Carpenters,1,1,7
08/08/1970,1,(They Long To Be) Close To You,Carpenters,1,1,8
15/08/1970,1,(They Long To Be) Close To You,Carpenters,1,1,9
22/08/1970,1,Make It With You,Bread,2,1,11
29/08/1970,1,War,Edwin Starr,4,1,8
05/09/1970,1,War,Edwin Starr,1,1,9
12/09/1970,1,War,Edwin Starr,1,1,10
19/09/1970,1,Ain't No Mountain High Enough,Diana Ross,2,1,7
26/09/1970,1,Ain't No Mountain High Enough,Diana Ross,1,1,8
03/10/1970,1,Ain't No Mountain High Enough,Diana Ross,1,1,9
10/10/1970,1,Cracklin' Rosie,Neil Diamond,4,1,8
17/10/1970,1,I'll Be There,Jackson 5,2,1,5
24/10/1970,1,I'll Be There,Jackson 5,1,1,6
31/10/1970,1,I'll Be There,Jackson 5,1,1,7
07/11/1970,1,I'll Be There,Jackson 5,1,1,8
14/11/1970,1,I'll Be There,Jackson 5,1,1,9
21/11/1970,1,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,4,1,7
28/11/1970,1,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,1,1,8
05/12/1970,1,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,1,1,9
12/12/1970,1,The Tears Of A Clown,Smokey Robinson & The Miracles,2,1,9
19/12/1970,1,The Tears Of A Clown,Smokey Robinson & The Miracles,1,1,10
26/12/1970,1,My Sweet Lord/Isn't It A Pity,George Harrison,2,1,5
02/01/1971,1,My Sweet Lord/Isn't It A Pity,George Harrison,1,1,6
09/01/1971,1,My Sweet Lord/Isn't It A Pity,George Harrison,1,1,7
16/01/1971,1,My Sweet Lord/Isn't It A Pity,George Harrison,1,1,8
23/01/1971,1,Knock Three Times,Dawn,2,1,10
30/01/1971,1,Knock Three Times,Dawn,1,1,11
06/02/1971,1,Knock Three Times,Dawn,1,1,12
13/02/1971,1,One Bad Apple,The Osmonds,2,1,7
20/02/1971,1,One Bad Apple,The Osmonds,1,1,8
27/02/1971,1,One Bad Apple,The Osmonds,1,1,9
06/03/1971,1,One Bad Apple,The Osmonds,1,1,10
13/03/1971,1,One Bad Apple,The Osmonds,1,1,11
20/03/1971,1,Me And Bobby McGee,Janis Joplin,2,1,8
27/03/1971,1,Me And Bobby McGee,Janis Joplin,1,1,9
03/04/1971,1,Just My Imagination (Running Away With Me),The Temptations,2,1,9
10/04/1971,1,Just My Imagination (Running Away With Me),The Temptations,1,1,10
17/04/1971,1,Joy To The World,Three Dog Night,3,1,6
24/04/1971,1,Joy To The World,Three Dog Night,1,1,7
01/05/1971,1,Joy To The World,Three Dog Night,1,1,8
08/05/1971,1,Joy To The World,Three Dog Night,1,1,9
15/05/1971,1,Joy To The World,Three Dog Night,1,1,10
22/05/1971,1,Joy To The World,Three Dog Night,1,1,11
29/05/1971,1,Brown Sugar,The Rolling Stones,3,1,5
05/06/1971,1,Brown Sugar,The Rolling Stones,1,1,6
12/06/1971,1,Want Ads,The Honey Cone,3,1,10
19/06/1971,1,It's Too Late/I Feel The Earth Move,Carole King,6,1,7
26/06/1971,1,It's Too Late/I Feel The Earth Move,Carole King,1,1,8
03/07/1971,1,It's Too Late/I Feel The Earth Move,Carole King,1,1,9
10/07/1971,1,It's Too Late/I Feel The Earth Move,Carole King,1,1,10
17/07/1971,1,It's Too Late/I Feel The Earth Move,Carole King,1,1,11
24/07/1971,1,Indian Reservation (The Lament Of The Cherokee Reservation Indian),The Raiders,2,1,16
31/07/1971,1,You've Got A Friend,James Taylor,3,1,9
07/08/1971,1,How Can You Mend A Broken Heart,Bee Gees,6,1,7
14/08/1971,1,How Can You Mend A Broken Heart,Bee Gees,1,1,8
21/08/1971,1,How Can You Mend A Broken Heart,Bee Gees,1,1,9
28/08/1971,1,How Can You Mend A Broken Heart,Bee Gees,1,1,10
04/09/1971,1,Uncle Albert/Admiral Halsey,Paul & Linda McCartney,12,1,4
11/09/1971,1,Go Away Little Girl,Donny Osmond,5,1,6
18/09/1971,1,Go Away Little Girl,Donny Osmond,1,1,7
25/09/1971,1,Go Away Little Girl,Donny Osmond,1,1,8
02/10/1971,1,Maggie May/Reason To Believe,Rod Stewart,2,1,12
09/10/1971,1,Maggie May/Reason To Believe,Rod Stewart,1,1,13
16/10/1971,1,Maggie May/Reason To Believe,Rod Stewart,1,1,14
23/10/1971,1,Maggie May/Reason To Believe,Rod Stewart,1,1,15
30/10/1971,1,Maggie May/Reason To Believe,Rod Stewart,1,1,16
06/11/1971,1,"Gypsys, Tramps & Thieves",Cher,2,1,8
13/11/1971,1,"Gypsys, Tramps & Thieves",Cher,1,1,9
20/11/1971,1,Theme From Shaft,Isaac Hayes,2,1,6
27/11/1971,1,Theme From Shaft,Isaac Hayes,1,1,7
04/12/1971,1,Family Affair,Sly & The Family Stone,5,1,5
11/12/1971,1,Family Affair,Sly & The Family Stone,1,1,6
18/12/1971,1,Family Affair,Sly & The Family Stone,1,1,7
25/12/1971,1,Brand New Key,Melanie,2,1,9
01/01/1972,1,Brand New Key,Melanie,1,1,10
08/01/1972,1,Brand New Key,Melanie,1,1,11
15/01/1972,1,American Pie (Parts I & II),Don McLean,2,1,8
22/01/1972,1,American Pie (Parts I & II),Don McLean,1,1,9
29/01/1972,1,American Pie (Parts I & II),Don McLean,1,1,10
05/02/1972,1,American Pie (Parts I & II),Don McLean,1,1,11
12/02/1972,1,Let's Stay Together,Al Green,2,1,11
19/02/1972,1,Without You,Nilsson,3,1,10
26/02/1972,1,Without You,Nilsson,1,1,11
04/03/1972,1,Without You,Nilsson,1,1,12
11/03/1972,1,Without You,Nilsson,1,1,13
18/03/1972,1,Heart Of Gold,Neil Young,2,1,7
25/03/1972,1,A Horse With No Name,America,2,1,6
01/04/1972,1,A Horse With No Name,America,1,1,7
08/04/1972,1,A Horse With No Name,America,1,1,8
15/04/1972,1,The First Time Ever I Saw Your Face,Roberta Flack,3,1,7
22/04/1972,1,The First Time Ever I Saw Your Face,Roberta Flack,1,1,8
29/04/1972,1,The First Time Ever I Saw Your Face,Roberta Flack,1,1,9
06/05/1972,1,The First Time Ever I Saw Your Face,Roberta Flack,1,1,10
13/05/1972,1,The First Time Ever I Saw Your Face,Roberta Flack,1,1,11
20/05/1972,1,The First Time Ever I Saw Your Face,Roberta Flack,1,1,12
27/05/1972,1,Oh Girl,The Chi-lites,2,1,8
03/06/1972,1,I'll Take You There,The Staple Singers,2,1,9
10/06/1972,1,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation",4,1,14
17/06/1972,1,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation",1,1,15
24/06/1972,1,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation",1,1,16
01/07/1972,1,Song Sung Blue,Neil Diamond,2,1,9
08/07/1972,1,Lean On Me,Bill Withers,4,1,12
15/07/1972,1,Lean On Me,Bill Withers,1,1,13
22/07/1972,1,Lean On Me,Bill Withers,1,1,14
29/07/1972,1,Alone Again (Naturally),Gilbert O'Sullivan,3,1,7
05/08/1972,1,Alone Again (Naturally),Gilbert O'Sullivan,1,1,8
12/08/1972,1,Alone Again (Naturally),Gilbert O'Sullivan,1,1,9
19/08/1972,1,Alone Again (Naturally),Gilbert O'Sullivan,1,1,10
26/08/1972,1,Brandy (You're A Fine Girl),Looking Glass,2,1,11
02/09/1972,1,Alone Again (Naturally),Gilbert O'Sullivan,2,1,12
09/09/1972,1,Alone Again (Naturally),Gilbert O'Sullivan,1,1,13
16/09/1972,1,Black & White,Three Dog Night,9,1,6
23/09/1972,1,Baby Don't Get Hooked On Me,Mac Davis,2,1,13
30/09/1972,1,Baby Don't Get Hooked On Me,Mac Davis,1,1,14
07/10/1972,1,Baby Don't Get Hooked On Me,Mac Davis,1,1,15
14/10/1972,1,Ben,Michael Jackson,2,1,11
21/10/1972,1,My Ding-A-Ling,Chuck Berry,7,1,12
28/10/1972,1,My Ding-A-Ling,Chuck Berry,1,1,13
04/11/1972,1,I Can See Clearly Now,Johnny Nash,5,1,9
11/11/1972,1,I Can See Clearly Now,Johnny Nash,1,1,10
18/11/1972,1,I Can See Clearly Now,Johnny Nash,1,1,11
25/11/1972,1,I Can See Clearly Now,Johnny Nash,1,1,12
02/12/1972,1,Papa Was A Rollin' Stone,The Temptations,5,1,8
09/12/1972,1,I Am Woman,Helen Reddy,2,1,16
16/12/1972,1,Me And Mrs. Jones,Billy Paul,6,1,7
23/12/1972,1,Me And Mrs. Jones,Billy Paul,1,1,8
30/12/1972,1,Me And Mrs. Jones,Billy Paul,1,1,9
06/01/1973,1,You're So Vain,Carly Simon,4,1,6
13/01/1973,1,You're So Vain,Carly Simon,1,1,7
20/01/1973,1,You're So Vain,Carly Simon,1,1,8
27/01/1973,1,Superstition,Stevie Wonder,2,1,11
03/02/1973,1,Crocodile Rock,Elton John,3,1,9
10/02/1973,1,Crocodile Rock,Elton John,1,1,10
17/02/1973,1,Crocodile Rock,Elton John,1,1,11
24/02/1973,1,Killing Me Softly With His Song,Roberta Flack,5,1,5
03/03/1973,1,Killing Me Softly With His Song,Roberta Flack,1,1,6
10/03/1973,1,Killing Me Softly With His Song,Roberta Flack,1,1,7
17/03/1973,1,Killing Me Softly With His Song,Roberta Flack,1,1,8
24/03/1973,1,Love Train,The O'Jays,3,1,10
31/03/1973,1,Killing Me Softly With His Song,Roberta Flack,2,1,10
07/04/1973,1,The Night The Lights Went Out In Georgia,Vicki Lawrence,10,1,9
14/04/1973,1,The Night The Lights Went Out In Georgia,Vicki Lawrence,1,1,10
21/04/1973,1,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,3,1,10
28/04/1973,1,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,1,1,11
05/05/1973,1,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,1,1,12
12/05/1973,1,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,1,1,13
19/05/1973,1,You Are The Sunshine Of My Life,Stevie Wonder,2,1,10
26/05/1973,1,Frankenstein,Edgar Winter Group,4,1,12
02/06/1973,1,My Love,Paul McCartney And Wings,2,1,8
09/06/1973,1,My Love,Paul McCartney And Wings,1,1,9
16/06/1973,1,My Love,Paul McCartney And Wings,1,1,10
23/06/1973,1,My Love,Paul McCartney And Wings,1,1,11
30/06/1973,1,Give Me Love - (Give Me Peace On Earth),George Harrison,5,1,7
07/07/1973,1,Will It Go Round In Circles,Billy Preston,3,1,15
14/07/1973,1,Will It Go Round In Circles,Billy Preston,1,1,16
21/07/1973,1,"Bad, Bad Leroy Brown",Jim Croce,3,1,14
28/07/1973,1,"Bad, Bad Leroy Brown",Jim Croce,1,1,15
04/08/1973,1,The Morning After,Maureen McGovern,9,1,7
11/08/1973,1,The Morning After,Maureen McGovern,1,1,8
18/08/1973,1,Touch Me In The Morning,Diana Ross,4,1,12
25/08/1973,1,Brother Louie,Stories,3,1,10
01/09/1973,1,Brother Louie,Stories,1,1,11
08/09/1973,1,Let's Get It On,Marvin Gaye,2,1,9
15/09/1973,1,Delta Dawn,Helen Reddy,3,1,13
22/09/1973,1,Let's Get It On,Marvin Gaye,2,1,11
29/09/1973,1,We're An American Band,Grand Funk,2,1,10
06/10/1973,1,Half-Breed,Cher,3,1,10
13/10/1973,1,Half-Breed,Cher,1,1,11
20/10/1973,1,Angie,The Rolling Stones,5,1,7
27/10/1973,1,Midnight Train To Georgia,Gladys Knight And The Pips,5,1,9
03/11/1973,1,Midnight Train To Georgia,Gladys Knight And The Pips,1,1,10
10/11/1973,1,Keep On Truckin' (Part 1),Eddie Kendricks,3,1,12
17/11/1973,1,Keep On Truckin' (Part 1),Eddie Kendricks,1,1,13
24/11/1973,1,Photograph,Ringo Starr,4,1,8
01/12/1973,1,Top Of The World,Carpenters,3,1,9
08/12/1973,1,Top Of The World,Carpenters,1,1,10
15/12/1973,1,The Most Beautiful Girl,Charlie Rich,3,1,12
22/12/1973,1,The Most Beautiful Girl,Charlie Rich,1,1,13
29/12/1973,1,Time In A Bottle,Jim Croce,3,1,7
05/01/1974,1,Time In A Bottle,Jim Croce,1,1,8
12/01/1974,1,The Joker,The Steve Miller Band,2,1,13
19/01/1974,1,Show And Tell,Al Wilson,3,1,14
26/01/1974,1,You're Sixteen,Ringo Starr,5,1,7
02/02/1974,1,The Way We Were,Barbra Streisand,3,1,11
09/02/1974,1,Love's Theme,Love Unlimited Orchestra,3,1,11
16/02/1974,1,The Way We Were,Barbra Streisand,2,1,13
23/02/1974,1,The Way We Were,Barbra Streisand,1,1,14
02/03/1974,1,Seasons In The Sun,Terry Jacks,2,1,8
09/03/1974,1,Seasons In The Sun,Terry Jacks,1,1,9
16/03/1974,1,Seasons In The Sun,Terry Jacks,1,1,10
23/03/1974,1,Dark Lady,Cher,3,1,10
30/03/1974,1,Sunshine On My Shoulders,John Denver,3,1,10
06/04/1974,1,Hooked On A Feeling,Blue Swede,2,1,8
13/04/1974,1,Bennie And The Jets,Elton John,2,1,9
20/04/1974,1,TSOP (The Sound Of Philadelphia),MFSB Featuring The Three Degrees,3,1,8
